date,symbol_income,reportedCurrency_income,cik_income,filingDate_income,acceptedDate_income,fiscalYear_income,period_income,revenue,costOfRevenue,grossProfit,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,netInterestIncome,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebit,nonOperatingIncomeExcludingInterest,operatingIncome,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeTaxExpense,netIncomeFromContinuingOperations,netIncomeFromDiscontinuedOperations,otherAdjustmentsToNetIncome,netIncome,netIncomeDeductions,bottomLineNetIncome,eps,epsDiluted,weightedAverageShsOut,weightedAverageShsOutDil,symbol_balance,reportedCurrency_balance,cik_balance,filingDate_balance,acceptedDate_balance,fiscalYear_balance,period_balance,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,accountsReceivables,otherReceivables,inventory,prepaids,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,totalPayables,accountPayables,otherPayables,accruedExpenses,shortTermDebt,capitalLeaseObligationsCurrent,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,capitalLeaseObligationsNonCurrent,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,treasuryStock,preferredStock,commonStock,retainedEarnings,additionalPaidInCapital,accumulatedOtherComprehensiveIncomeLoss,otherTotalStockholdersEquity,totalStockholdersEquity,totalEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,symbol,reportedCurrency,cik,filingDate,acceptedDate,fiscalYear,period,netIncome_cashflow,depreciationAndAmortization_cashflow,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables_cashflow,inventory_cashflow,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivities,netCashProvidedByInvestingActivities,netDebtIssuance,longTermNetDebtIssuance,shortTermNetDebtIssuance,netStockIssuance,netCommonStockIssuance,commonStockIssuance,commonStockRepurchased,netPreferredStockIssuance,netDividendsPaid,commonDividendsPaid,preferredDividendsPaid,otherFinancingActivities,netCashProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,incomeTaxesPaid,interestPaid
2017-12-30,AAPL,USD,0000320193,2018-02-02,2018-02-02 08:01:26,2018,Q1,88293000000,54381000000,33912000000,3407000000,0,0,4231000000,0,7638000000,62019000000,718000000,1452000000,734000000,2745000000,29019000000,27764000000,-1490000000,26274000000,756000000,27030000000,6965000000,20065000000,0,0,20065000000,0,20065000000,0.98,0.97,20451508000,20631148000,AAPL,USD,0000320193,2018-02-02,2018-02-02 08:01:26,2018,Q1,27491000000,49662000000,77153000000,50899000000,23440000000,27459000000,4421000000,0,11337000000,143810000000,33679000000,5889000000,2149000000,8038000000,207944000000,0,13323000000,262984000000,0,406794000000,62985000000,62985000000,0,26051000000,18478000000,0,0,8044000000,230000000,115788000000,103922000000,0,3131000000,548000000,43206000000,150807000000,0,0,266595000000,0,0,36447000000,104593000000,0,-841000000,0,140199000000,140199000000,0,406794000000,257606000000,122400000000,94909000000,AAPL,USD,0000320193,2018-02-02,2018-02-02 08:01:26,2018,Q1,20065000000,2745000000,-33737000000,1296000000,37935000000,-15230000000,434000000,12602000000,40129000000,-11000000,28293000000,-2810000000,-173000000,-41413000000,30849000000,-43000000,-13590000000,6971000000,6969000000,2000000,-11133000000,-10095000000,0,-10095000000,-1038000000,-3339000000,-3339000000,0,0,-7501000000,0,7202000000,27491000000,20289000000,28293000000,-2810000000,25483000000,3551000000,623000000
2018-03-31,AAPL,USD,0000320193,2018-05-02,2018-05-02 16:32:12,2018,Q2,61137000000,37715000000,23422000000,3378000000,0,0,4150000000,0,7528000000,45243000000,713000000,1505000000,792000000,2739000000,19699000000,16960000000,-1066000000,15894000000,274000000,16168000000,2346000000,13822000000,0,0,13822000000,0,13822000000,0.69,0.68,20099508000,20273972000,AAPL,USD,0000320193,2018-05-02,2018-05-02 16:32:12,2018,Q2,45059000000,42881000000,87940000000,22408000000,14324000000,8084000000,7662000000,0,12043000000,130053000000,35077000000,0,0,0,179286000000,0,23086000000,237449000000,0,367502000000,34311000000,34311000000,0,26756000000,20478000000,0,0,7775000000,0,89320000000,101362000000,0,3087000000,548000000,46855000000,151304000000,0,0,240624000000,0,0,38044000000,91898000000,0,-3064000000,0,126878000000,126878000000,0,367502000000,222167000000,121840000000,76781000000,AAPL,USD,0000320193,2018-05-02,2018-05-02 16:32:12,2018,Q2,13822000000,2739000000,-498000000,1348000000,-2141000000,28468000000,-3241000000,-24606000000,-2762000000,-140000000,15130000000,-4195000000,-132000000,-7199000000,39977000000,259000000,28710000000,-501000000,-500000000,-1000000,-22429000000,-22429000000,0,-22756000000,479000000,-3190000000,-3190000000,0,-152000000,-26272000000,0,17568000000,45059000000,27491000000,15130000000,-4195000000,10935000000,2789000000,733000000
2018-06-30,AAPL,USD,0000320193,2018-08-01,2018-08-01 16:31:48,2018,Q3,53265000000,32844000000,20421000000,3701000000,0,0,4108000000,0,7809000000,40653000000,572000000,1418000000,846000000,2665000000,15277000000,14130000000,-1518000000,12612000000,672000000,13284000000,1765000000,11519000000,0,0,11519000000,0,11519000000,0.59,0.58,19528668000,19706436000,AAPL,USD,0000320193,2018-08-01,2018-08-01 16:31:48,2018,Q3,31971000000,38999000000,70970000000,26367000000,14104000000,12263000000,5936000000,0,12488000000,115761000000,38117000000,0,0,0,172773000000,0,22546000000,233436000000,0,349197000000,38489000000,38489000000,0,25184000000,17472000000,0,0,7403000000,0,88548000000,97128000000,0,2878000000,398000000,45296000000,145700000000,0,0,234248000000,0,0,38624000000,79436000000,0,-3111000000,0,114949000000,114949000000,0,349197000000,211772000000,114600000000,82629000000,AAPL,USD,0000320193,2018-08-01,2018-08-01 16:31:48,2018,Q3,11519000000,2665000000,1126000000,1351000000,-1914000000,-3946000000,1693000000,1594000000,-1255000000,-259000000,14488000000,-3267000000,-126000000,-9309000000,17388000000,-739000000,3947000000,-6010000000,-6000000000,-11000000,-20782000000,-20782000000,1000000,-20783000000,0,-3653000000,-3653000000,0,-1078000000,-31523000000,0,-13088000000,31971000000,45059000000,14488000000,-3267000000,11221000000,2479000000,764000000
2018-09-29,AAPL,USD,0000320193,2018-11-05,2018-11-05 08:01:40,2018,Q4,62900000000,38816000000,24084000000,3750000000,0,0,4216000000,0,7966000000,46782000000,443000000,1311000000,868000000,2754000000,20043000000,17289000000,-1171000000,16118000000,303000000,16421000000,2296000000,14125000000,0,0,14125000000,0,14125000000,0.74,0.73,19206356000,19390188000,AAPL,USD,0000320193,2018-11-05,2018-11-05 08:01:40,2018,Q4,25913000000,40388000000,66301000000,48995000000,23186000000,25809000000,3956000000,0,12087000000,131339000000,41304000000,0,0,0,170799000000,0,22283000000,234386000000,0,365725000000,55888000000,55888000000,0,0,20748000000,0,0,5966000000,33327000000,115929000000,93735000000,0,2797000000,426000000,45691000000,142649000000,0,0,258578000000,0,0,40201000000,70400000000,0,-3454000000,0,107147000000,107147000000,0,365725000000,211187000000,114483000000,88570000000,AAPL,USD,0000320193,2018-11-05,2018-11-05 08:01:40,2018,Q4,14125000000,2754000000,519000000,1345000000,814000000,-22624000000,1942000000,20314000000,1182000000,-34000000,19523000000,-3041000000,-290000000,-15306000000,15858000000,-222000000,-3001000000,-27000000,0,-27000000,-19364000000,-18763000000,341000000,-19104000000,-601000000,-3530000000,-3530000000,0,341000000,-22580000000,0,-6058000000,25913000000,31971000000,19523000000,-3041000000,16482000000,1598000000,902000000
2018-12-29,AAPL,USD,0000320193,2019-01-30,2019-01-30 16:31:37,2019,Q1,84310000000,52279000000,32031000000,3902000000,0,0,4783000000,0,8685000000,60964000000,417000000,1307000000,890000000,3395000000,28191000000,24796000000,-1450000000,23346000000,560000000,23906000000,3941000000,19965000000,0,0,19965000000,0,19965000000,1.05,1.05,18943280000,19093008000,AAPL,USD,0000320193,2019-01-30,2019-01-30 16:31:37,2019,Q1,44771000000,41656000000,86427000000,36981000000,18077000000,18904000000,4988000000,0,12432000000,140828000000,39597000000,0,0,0,158608000000,0,34686000000,232891000000,0,373719000000,44293000000,44293000000,0,0,21741000000,0,0,5546000000,36703000000,108283000000,92989000000,0,0,0,54555000000,147544000000,0,0,255827000000,0,0,40970000000,80510000000,0,-3588000000,0,117892000000,117892000000,0,373719000000,200264000000,114730000000,69959000000,AAPL,USD,0000320193,2019-01-30,2019-01-30 16:31:37,2019,Q1,19965000000,3395000000,53000000,1559000000,1772000000,12035000000,-1076000000,-8501000000,-686000000,-54000000,26690000000,-3355000000,-167000000,-7504000000,16926000000,-56000000,5844000000,6000000,0,6000000,-8796000000,-8796000000,0,-8796000000,0,-3568000000,-3568000000,0,-1318000000,-13676000000,0,18858000000,44771000000,25913000000,26690000000,-3355000000,23335000000,4916000000,836000000
2019-03-30,AAPL,USD,0000320193,2019-05-01,2019-05-01 16:32:00,2019,Q2,58015000000,36194000000,21821000000,3948000000,0,0,4458000000,0,8406000000,44600000000,348000000,1358000000,1010000000,3040000000,17843000000,14803000000,-1388000000,13415000000,378000000,13793000000,2232000000,11561000000,0,0,11561000000,0,11561000000,0.62,0.61,18696284000,18802584000,AAPL,USD,0000320193,2019-05-01,2019-05-01 16:32:00,2019,Q2,37988000000,42104000000,80092000000,26278000000,15085000000,11193000000,4884000000,0,12092000000,123346000000,38746000000,0,0,0,145319000000,0,34587000000,218652000000,0,341998000000,30443000000,30443000000,0,0,22429000000,0,0,5532000000,35368000000,93772000000,90201000000,0,0,0,52165000000,142366000000,0,0,236138000000,0,0,42801000000,64558000000,0,-1499000000,0,105860000000,105860000000,0,341998000000,187423000000,112630000000,74642000000,AAPL,USD,0000320193,2019-05-01,2019-05-01 16:32:00,2019,Q2,11561000000,3040000000,-177000000,1514000000,-4622000000,10675000000,70000000,-11523000000,-3844000000,-161000000,11155000000,-2363000000,-124000000,-6840000000,22589000000,86000000,13348000000,-2506000000,-2500000000,-42000000,-23312000000,-23312000000,390000000,-23702000000,0,-3443000000,-3443000000,0,-196000000,-29457000000,0,-4954000000,39817000000,44771000000,11155000000,-2363000000,8792000000,4581000000,926000000
2019-06-29,AAPL,USD,0000320193,2019-07-31,2019-07-31 16:31:53,2019,Q3,53809000000,33582000000,20227000000,4257000000,0,0,4426000000,0,8683000000,42265000000,324000000,1190000000,866000000,2933000000,15710000000,12777000000,-1233000000,11544000000,367000000,11911000000,1867000000,10044000000,0,0,10044000000,0,10044000000,0.55,0.55,18282532000,18405520000,AAPL,USD,0000320193,2019-07-31,2019-07-31 16:31:53,2019,Q3,50530000000,44084000000,94614000000,26474000000,14148000000,12326000000,3355000000,0,10530000000,134973000000,37636000000,0,0,0,115996000000,0,33634000000,187266000000,0,322239000000,29115000000,29115000000,0,0,23482000000,0,0,5434000000,31673000000,89704000000,84936000000,0,0,0,51143000000,136079000000,0,0,225783000000,0,0,43371000000,53724000000,0,-639000000,0,96456000000,96456000000,0,322239000000,160080000000,108418000000,57888000000,AAPL,USD,0000320193,2019-07-31,2019-07-31 16:31:53,2019,Q3,10044000000,2933000000,86000000,1496000000,-2798000000,-214000000,1502000000,220000000,-4306000000,-125000000,11636000000,-2000000000,-320000000,-8190000000,38310000000,-298000000,27502000000,-5026000000,-3000000000,-1990000000,-16954000000,-16954000000,1000000,-16955000000,0,-3629000000,-3629000000,0,-1195000000,-26804000000,0,12334000000,52151000000,39817000000,11636000000,-2000000000,9636000000,2298000000,801000000
2019-09-28,AAPL,USD,0000320193,2019-10-31,2019-10-30 18:12:36,2019,Q4,64040000000,39727000000,24313000000,4110000000,0,0,4578000000,0,8688000000,48415000000,296000000,1106000000,810000000,3179000000,18869000000,16937000000,-1312000000,15625000000,502000000,16127000000,2441000000,13686000000,0,0,13686000000,0,13686000000,0.76,0.76,17963248000,18081492000,AAPL,USD,0000320193,2019-10-31,2019-10-30 18:12:36,2019,Q4,48844000000,51713000000,100557000000,45804000000,22926000000,22878000000,4106000000,0,12352000000,162819000000,37378000000,0,0,0,105341000000,0,32978000000,175697000000,0,338516000000,46236000000,46236000000,0,0,16240000000,0,0,5522000000,37720000000,105718000000,91807000000,0,0,0,50503000000,142310000000,0,0,248028000000,0,0,45174000000,45898000000,0,-584000000,0,90488000000,90488000000,0,338516000000,157054000000,108047000000,59203000000,AAPL,USD,0000320193,2019-10-31,2019-10-30 18:12:36,2019,Q4,13686000000,3179000000,-302000000,1499000000,2160000000,-19320000000,-785000000,17881000000,4384000000,-312000000,19910000000,-2777000000,-13000000,-18097000000,20899000000,-810000000,-798000000,-293000000,3658000000,-3951000000,-17635000000,-17054000000,390000000,-17444000000,-581000000,-3479000000,-3479000000,0,368000000,-21039000000,0,-1927000000,50224000000,52151000000,19910000000,-2777000000,17133000000,3468000000,860000000
2019-12-28,AAPL,USD,0000320193,2020-01-29,2020-01-28 18:02:44,2020,Q1,91819000000,56602000000,35217000000,4451000000,0,0,5197000000,0,9648000000,66250000000,260000000,1045000000,785000000,2816000000,29519000000,26703000000,-1134000000,25569000000,349000000,25918000000,3682000000,22236000000,0,0,22236000000,0,22236000000,1.26,1.25,17660160000,17818416000,AAPL,USD,0000320193,2020-01-29,2020-01-28 18:02:44,2020,Q1,39771000000,67391000000,107162000000,39946000000,20970000000,18976000000,4097000000,0,12026000000,163231000000,37031000000,0,0,0,99899000000,0,40457000000,177387000000,0,340618000000,45111000000,45111000000,0,0,15214000000,1259000000,0,5573000000,35004000000,102161000000,93078000000,7200000000,0,0,48648000000,148926000000,0,0,251087000000,0,0,45972000000,43977000000,0,-418000000,0,89531000000,89531000000,0,340618000000,167290000000,108292000000,68521000000,AAPL,USD,0000320193,2020-01-29,2020-01-28 18:02:44,2020,Q1,22236000000,2816000000,-349000000,1710000000,4245000000,5917000000,-28000000,-1089000000,-555000000,-142000000,30516000000,-2107000000,-958000000,-37416000000,27020000000,-207000000,-13668000000,231000000,1210000000,-979000000,-20704000000,-20704000000,2000000,-20706000000,0,-3539000000,-3539000000,0,-1395000000,-25407000000,0,-8559000000,41665000000,50224000000,30516000000,-2107000000,28409000000,4393000000,771000000
2020-03-28,AAPL,USD,0000320193,2020-05-01,2020-04-30 18:03:10,2020,Q2,58313000000,35943000000,22370000000,4565000000,0,0,4952000000,0,9517000000,45460000000,292000000,1049000000,757000000,2786000000,16678000000,13892000000,-1039000000,12853000000,282000000,13135000000,1886000000,11249000000,0,0,11249000000,0,11249000000,0.64,0.64,17440404000,17618764000,AAPL,USD,0000320193,2020-05-01,2020-04-30 18:03:10,2020,Q2,40174000000,53877000000,94051000000,30677000000,15722000000,14955000000,3334000000,0,15691000000,143753000000,35889000000,0,0,0,98793000000,0,41965000000,176647000000,0,320400000000,32421000000,32421000000,0,0,20421000000,1204000000,0,5928000000,36120000000,96094000000,89086000000,8050000000,0,0,48745000000,145881000000,0,0,241975000000,0,0,48032000000,33182000000,0,-2789000000,0,78425000000,78425000000,0,320400000000,152670000000,109507000000,69333000000,AAPL,USD,0000320193,2020-05-01,2020-04-30 18:03:10,2020,Q2,11249000000,2786000000,-302000000,1697000000,-2002000000,9290000000,727000000,-12431000000,412000000,-117000000,13311000000,-1853000000,-176000000,-29073000000,40480000000,-365000000,9013000000,-1753000000,-4250000000,2497000000,-18761000000,-18146000000,428000000,-18574000000,-615000000,-3375000000,-3375000000,0,2949000000,-20940000000,0,1384000000,43049000000,41665000000,13311000000,-1853000000,11458000000,3112000000,918000000
2020-06-27,AAPL,USD,0000320193,2020-07-31,2020-07-30 19:29:09,2020,Q3,59685000000,37005000000,22680000000,4758000000,0,0,4831000000,0,9589000000,46594000000,204000000,901000000,697000000,2752000000,16586000000,13834000000,-743000000,13091000000,46000000,13137000000,1884000000,11253000000,0,0,11253000000,0,11253000000,0.65,0.65,17250292000,17419152000,AAPL,USD,0000320193,2020-07-31,2020-07-30 19:29:09,2020,Q3,33383000000,59642000000,93025000000,32075000000,17882000000,14193000000,3978000000,0,10987000000,140065000000,35687000000,0,0,0,100592000000,0,41000000000,177279000000,0,317344000000,35325000000,35325000000,0,0,18675000000,1373000000,0,6313000000,33632000000,95318000000,94048000000,8090000000,0,0,47606000000,149744000000,0,0,245062000000,0,0,48696000000,24136000000,0,-550000000,0,72282000000,72282000000,0,317344000000,160234000000,112723000000,79340000000,AAPL,USD,0000320193,2020-07-31,2020-07-30 19:29:09,2020,Q3,11253000000,2752000000,833000000,1698000000,-430000000,-1373000000,-689000000,2733000000,-1101000000,165000000,16271000000,-1565000000,-339000000,-30117000000,27125000000,-269000000,-5165000000,-441000000,1046000000,-1487000000,-17559000000,-15891000000,0,-15891000000,-1668000000,-3656000000,-3656000000,0,2540000000,-19116000000,0,-8010000000,35039000000,43049000000,16271000000,-1565000000,14706000000,905000000,586000000
2020-09-26,AAPL,USD,0000320193,2020-10-30,2020-10-29 18:06:25,2020,Q4,64698000000,40009000000,24689000000,4978000000,0,0,4936000000,0,9914000000,49923000000,134000000,768000000,634000000,2702000000,18237000000,15535000000,-760000000,14775000000,126000000,14901000000,2228000000,12673000000,0,0,12673000000,0,12673000000,0.74,0.73,17057622000,17256521000,AAPL,USD,0000320193,2020-10-30,2020-10-29 18:06:25,2020,Q4,38016000000,52927000000,90943000000,37445000000,16120000000,21325000000,4061000000,0,11264000000,143713000000,36766000000,0,0,0,100887000000,0,42522000000,180175000000,0,323888000000,42296000000,42296000000,0,0,13769000000,1460000000,0,6643000000,41224000000,105392000000,98667000000,8382000000,0,0,46108000000,153157000000,0,0,258549000000,0,0,50779000000,14966000000,0,-406000000,0,65339000000,65339000000,0,323888000000,153814000000,112436000000,74420000000,AAPL,USD,0000320193,2020-10-30,2020-10-29 18:06:25,2020,Q4,12673000000,2702000000,-397000000,1724000000,3877000000,-5364000000,-137000000,6725000000,2653000000,-3000000,20576000000,-1784000000,-51000000,-18332000000,25800000000,-102000000,5531000000,4462000000,5456000000,-994000000,-16737000000,-16737000000,450000000,-17187000000,0,-3511000000,-3511000000,0,-5571000000,-21357000000,0,4750000000,39789000000,35039000000,20576000000,-1784000000,18792000000,1091000000,727000000
2020-12-26,AAPL,USD,0000320193,2021-01-28,2021-01-27 18:03:06,2021,Q1,111439000000,67111000000,44328000000,5163000000,0,0,5631000000,0,10794000000,77905000000,109000000,747000000,638000000,2666000000,36883000000,34217000000,-683000000,33534000000,45000000,33579000000,4824000000,28755000000,0,0,28755000000,0,28755000000,1.7,1.68,16935119000,17113688000,AAPL,USD,0000320193,2021-01-28,2021-01-27 18:03:06,2021,Q1,36010000000,40816000000,76826000000,58620000000,27101000000,31519000000,4973000000,0,13687000000,154106000000,37933000000,0,0,0,118745000000,0,43270000000,199948000000,0,354054000000,63846000000,63846000000,0,0,12762000000,0,0,7395000000,48504000000,132507000000,99281000000,0,0,0,56042000000,155323000000,0,0,287830000000,0,0,51744000000,14301000000,0,179000000,0,66224000000,66224000000,0,354054000000,159561000000,112043000000,76033000000,AAPL,USD,0000320193,2021-01-28,2021-01-27 18:03:06,2021,Q1,28755000000,2666000000,-58000000,2020000000,5355000000,-21139000000,-950000000,21670000000,5774000000,25000000,38763000000,-3500000000,-9000000,-39800000000,34521000000,195000000,-8584000000,-978000000,-1000000000,22000000,-24775000000,-24775000000,0,-24775000000,0,-3613000000,-3613000000,0,-2883000000,-32249000000,0,-2070000000,37719000000,39789000000,38763000000,-3500000000,35263000000,1787000000,619000000
2021-03-27,AAPL,USD,0000320193,2021-04-29,2021-04-28 18:02:54,2021,Q2,89584000000,51505000000,38079000000,5262000000,0,0,5314000000,0,10576000000,62081000000,48000000,718000000,670000000,2797000000,31478000000,28681000000,-1178000000,27503000000,508000000,28011000000,4381000000,23630000000,0,0,23630000000,0,23630000000,1.41,1.4,16753476000,16929157000,AAPL,USD,0000320193,2021-04-29,2021-04-28 18:02:54,2021,Q2,38466000000,31368000000,69834000000,33036000000,18503000000,14533000000,5219000000,0,13376000000,121465000000,37815000000,0,0,0,134539000000,0,43339000000,215693000000,0,337158000000,40127000000,40127000000,0,0,13003000000,0,0,7595000000,45660000000,106385000000,108642000000,0,0,0,52953000000,161595000000,0,0,267980000000,0,0,54203000000,15261000000,0,-286000000,0,69178000000,69178000000,0,337158000000,165907000000,121645000000,83179000000,AAPL,USD,0000320193,2021-04-29,2021-04-28 18:02:54,2021,Q2,23630000000,2797000000,-149000000,1981000000,-3779000000,25584000000,-276000000,-23667000000,-5420000000,-499000000,23981000000,-2269000000,0,-34624000000,26729000000,0,-10368000000,10423000000,10423000000,0,-18548000000,-18548000000,561000000,-18847000000,299000000,-3447000000,-3447000000,0,246000000,-11326000000,0,2287000000,40006000000,37719000000,23981000000,-2269000000,21712000000,8489000000,708000000
2021-06-26,AAPL,USD,0000320193,2021-07-28,2021-07-27 18:03:42,2021,Q3,81434000000,46179000000,35255000000,5717000000,0,0,5412000000,0,11129000000,57308000000,54000000,719000000,665000000,2832000000,27866000000,25034000000,-908000000,24126000000,243000000,24369000000,2625000000,21744000000,0,0,21744000000,0,21744000000,1.31,1.3,16629371000,16781735000,AAPL,USD,0000320193,2021-07-28,2021-07-27 18:03:42,2021,Q3,34050000000,27646000000,61696000000,33908000000,17475000000,16433000000,5178000000,0,13641000000,114423000000,38615000000,0,0,0,131948000000,0,44854000000,215417000000,0,329840000000,40409000000,40409000000,0,0,16039000000,0,0,7681000000,43625000000,107754000000,105752000000,0,0,0,52054000000,157806000000,0,0,265560000000,0,0,54989000000,9233000000,0,58000000,0,64280000000,64280000000,0,329840000000,159594000000,121791000000,87741000000,AAPL,USD,0000320193,2021-07-28,2021-07-27 18:03:42,2021,Q3,21744000000,2832000000,-530000000,1960000000,-4697000000,-869000000,13000000,211000000,-4052000000,-215000000,21094000000,-2093000000,-4000000,-19628000000,25375000000,0,3572000000,-3000000000,-3000000000,3000000000,-25595000000,-22900000000,0,-22900000000,-2695000000,-3767000000,-3767000000,0,2966000000,-29396000000,0,-4730000000,35276000000,40006000000,21094000000,-2093000000,19001000000,8260000000,543000000
2021-09-25,AAPL,USD,0000320193,2021-10-29,2021-10-28 18:04:28,2021,Q4,83360000000,48186000000,35174000000,5772000000,0,0,5616000000,0,11388000000,59574000000,-13000000,659000000,672000000,2989000000,26909000000,23920000000,-134000000,23786000000,-538000000,23248000000,2697000000,20551000000,0,0,20551000000,0,20551000000,1.25,1.24,16487121000,16635097000,AAPL,USD,0000320193,2021-10-29,2021-10-28 18:04:28,2021,Q4,34940000000,27699000000,62639000000,51506000000,26278000000,25228000000,6580000000,0,14111000000,134836000000,39440000000,0,0,0,127877000000,0,48849000000,216166000000,0,351002000000,54763000000,54763000000,0,0,15613000000,1528000000,0,7612000000,45965000000,125481000000,109106000000,10275000000,0,0,43050000000,162431000000,0,0,287912000000,0,0,57365000000,5562000000,0,163000000,0,63090000000,63090000000,0,351002000000,155576000000,124719000000,89779000000,AAPL,USD,0000320193,2021-10-29,2021-10-28 18:04:28,2021,Q4,20551000000,2989000000,-4037000000,1945000000,-1790000000,-17604000000,-1429000000,14112000000,3131000000,542000000,20200000000,-3223000000,-20000000,-15637000000,20245000000,-530000000,835000000,3220000000,5220000000,-2000000000,-19204000000,-19204000000,544000000,-19748000000,0,-3640000000,-3640000000,0,-758000000,-20382000000,0,653000000,35929000000,35276000000,20200000000,-3223000000,16977000000,6849000000,817000000
2021-12-25,AAPL,USD,0000320193,2022-01-28,2022-01-27 18:00:58,2022,Q1,123945000000,69702000000,54243000000,6306000000,0,0,6449000000,0,12755000000,82457000000,-44000000,650000000,694000000,2697000000,44632000000,41935000000,-447000000,41488000000,-247000000,41241000000,6611000000,34630000000,0,0,34630000000,0,34630000000,2.11,2.1,16391724000,16519291000,AAPL,USD,0000320193,2022-01-28,2022-01-27 18:00:58,2022,Q1,37119000000,26794000000,63913000000,65253000000,30213000000,35040000000,5876000000,0,18112000000,153154000000,39245000000,0,0,0,138683000000,0,50109000000,228037000000,0,381191000000,74362000000,74362000000,0,0,16169000000,0,0,7876000000,49167000000,147574000000,106629000000,0,0,0,55056000000,161685000000,0,0,309259000000,0,0,58424000000,14435000000,0,-927000000,0,71932000000,71932000000,0,381191000000,165477000000,122798000000,85679000000,AAPL,USD,0000320193,2022-01-28,2022-01-27 18:00:58,2022,Q1,34630000000,2697000000,682000000,2265000000,6525000000,-13746000000,681000000,19813000000,-223000000,167000000,46966000000,-2803000000,0,-34913000000,21984000000,-374000000,-16106000000,-1000000000,0,-1000000000,-20478000000,-20478000000,0,-20478000000,0,-3732000000,-3732000000,0,-2949000000,-28159000000,0,2701000000,38630000000,35929000000,46966000000,-2803000000,44163000000,5235000000,531000000
2022-03-26,AAPL,USD,0000320193,2022-04-29,2022-04-28 18:03:58,2022,Q2,97278000000,54719000000,42559000000,6387000000,0,0,6193000000,0,12580000000,67299000000,9000000,700000000,691000000,2737000000,33567000000,30830000000,-851000000,29979000000,160000000,30139000000,5129000000,25010000000,0,0,25010000000,0,25010000000,1.54,1.52,16278802000,16403316000,AAPL,USD,0000320193,2022-04-29,2022-04-28 18:03:58,2022,Q2,28098000000,23413000000,51511000000,45400000000,20815000000,24585000000,5460000000,0,15809000000,118180000000,39304000000,0,0,0,141219000000,0,51959000000,232482000000,0,350662000000,52682000000,52682000000,0,0,16658000000,0,0,7920000000,50248000000,127508000000,103323000000,0,0,0,52432000000,155755000000,0,0,283263000000,0,0,61181000000,12712000000,0,-6494000000,0,67399000000,67399000000,0,350662000000,164632000000,119981000000,91883000000,AAPL,USD,0000320193,2022-04-29,2022-04-28 18:03:58,2022,Q2,25010000000,2737000000,406000000,2252000000,-2052000000,19931000000,384000000,-21563000000,-804000000,-187000000,28166000000,-2514000000,0,-27074000000,20684000000,-361000000,-9265000000,-1751000000,-3750000000,1999000000,-22631000000,-22631000000,0,-22631000000,0,-3595000000,-3595000000,0,-374000000,-28351000000,0,-9450000000,29180000000,38630000000,28166000000,-2514000000,25652000000,4066000000,875000000
2022-06-25,AAPL,USD,0000320193,2022-07-29,2022-07-28 18:06:56,2022,Q3,82959000000,47074000000,35885000000,6797000000,0,0,6012000000,0,12809000000,59883000000,3000000,722000000,719000000,2805000000,26590000000,23785000000,-709000000,23076000000,-10000000,23066000000,3624000000,19442000000,0,0,19442000000,0,19442000000,1.2,1.2,16162945000,16262203000,AAPL,USD,0000320193,2022-07-29,2022-07-28 18:06:56,2022,Q3,27502000000,20729000000,48231000000,42242000000,21803000000,20439000000,5433000000,0,16386000000,112292000000,40335000000,0,0,0,131077000000,0,52605000000,224017000000,0,336309000000,48343000000,48343000000,0,0,24991000000,0,0,7728000000,48811000000,129873000000,94700000000,0,0,0,53629000000,148329000000,0,0,278202000000,0,0,62115000000,5289000000,0,-9297000000,0,58107000000,58107000000,0,336309000000,151806000000,119691000000,92189000000,AAPL,USD,0000320193,2022-07-29,2022-07-28 18:06:56,2022,Q3,19442000000,2805000000,1668000000,2243000000,-3225000000,3165000000,-16000000,-4358000000,-2016000000,-41000000,22892000000,-2102000000,-2000000,-8191000000,15144000000,-617000000,4234000000,971000000,-3000000000,3971000000,-24562000000,-21865000000,0,-21865000000,-2697000000,-3811000000,-3811000000,0,-43000000,-27445000000,0,1871000000,23822000000,21951000000,22892000000,-2102000000,20790000000,2950000000,504000000
