date,MMM_open,MMM_close,MMM_volume,DIS_open,DIS_close,DIS_volume,price_ratio,ratio_mean,ratio_std,z_score,upper_bound,lower_bound
1962-02-15,3.51,3.46,187542,0.097585,0.097897,481119,35.34326894593297,,,,,
1962-02-16,3.51,3.46,218162,0.09852,0.099767,3728673,34.680806278629206,,,,,
1962-02-19,3.44,3.4,197111,0.099767,0.098209,841958,34.620045006058504,,,,,
1962-02-20,3.54,3.54,174147,0.098832,0.099144,240560,35.70564028080368,,,,,
1962-02-21,3.55,3.53,126304,0.09852,0.097897,120280,36.05830617894318,,,,,
1962-02-23,3.53,3.49,124390,0.097897,0.097273,441026,35.8784040792409,,,,,
1962-02-26,3.52,3.48,170319,0.096026,0.094779,761772,36.716994270882786,,,,,
1962-02-27,3.5,3.46,124390,0.094779,0.094155,481119,36.747915670968084,,,,,
1962-02-28,3.49,3.49,116735,0.094155,0.09322,280653,37.43831795751985,,,,,
1962-03-01,3.52,3.47,139700,0.093532,0.095714,441026,36.2538395637002,,,,,
1962-03-02,3.5,3.46,267918,0.095714,0.095091,280653,36.386198483557855,,,,,
1962-03-05,3.47,3.42,202852,0.095403,0.095403,441026,35.847929310399046,,,,,
1962-03-06,3.42,3.42,216248,0.095403,0.094155,160373,36.32308427592799,,,,,
1962-03-07,3.45,3.45,130131,0.093532,0.093532,120280,36.88577171449344,,,,,
1962-03-08,3.49,3.47,310020,0.093532,0.095091,360839,36.49136090692074,,,,,
1962-03-09,3.49,3.47,177974,0.095091,0.094779,521212,36.611485666656115,,,,,
1962-03-12,3.53,3.53,176060,0.095091,0.09665,400933,36.52353854112778,,,,,
1962-03-13,3.64,3.63,325329,0.09665,0.098209,360839,36.96198922705658,,,,,
1962-03-14,3.66,3.64,340639,0.098209,0.097273,601399,37.42045583049767,,,,,
1962-03-15,3.66,3.66,137786,0.097273,0.097897,280653,37.38623246881927,,,,,
1962-03-16,3.66,3.64,135872,0.097897,0.097897,120280,37.18193611653064,,,,,
1962-03-19,3.66,3.64,162664,0.097897,0.097897,561306,37.18193611653064,,,,,
1962-03-20,3.65,3.63,225817,0.097273,0.09665,240560,37.55819968960166,,,,,
1962-03-21,3.66,3.65,135872,0.096338,0.095091,320746,38.38428452745265,,,,,
1962-03-22,3.66,3.63,195197,0.094779,0.094155,120280,38.55344909988848,,,,,
1962-03-23,3.64,3.64,114822,0.094155,0.094155,441026,38.659656948648504,,,,,
1962-03-26,3.65,3.63,130131,0.094155,0.093532,200466,38.810246760467,,,,,
1962-03-27,3.63,3.61,135872,0.092908,0.092285,240560,39.11794982933304,,,,,
1962-03-28,3.63,3.63,88030,0.091973,0.091661,240560,39.60244815134026,,,,,
1962-03-29,3.66,3.65,166492,0.092285,0.09322,320746,39.15468783522849,,,,,
1962-03-30,3.65,3.65,166492,0.09322,0.09322,441026,39.15468783522849,,,,,
1962-04-02,3.65,3.64,116735,0.09322,0.092285,280653,39.443029744812264,,,,,
1962-04-03,3.63,3.57,176060,0.092285,0.091661,320746,38.9478622314834,,,,,
1962-04-04,3.57,3.53,168405,0.092285,0.092285,160373,38.25107005472178,,,,,
1962-04-05,3.59,3.58,223903,0.092285,0.091661,320746,39.056959884792875,,,,,
1962-04-06,3.63,3.59,114822,0.092597,0.092597,400933,38.770154540643865,,,,,
1962-04-09,3.63,3.57,168405,0.092597,0.092908,400933,38.4251087096913,,,,,
1962-04-10,3.63,3.63,160751,0.092908,0.092597,120280,39.20213397842263,,,,,
1962-04-11,3.66,3.59,116735,0.092597,0.091661,320746,39.16605753810235,,,,,
1962-04-12,3.65,3.63,221989,0.090102,0.087296,962238,41.582661290322584,,,,,
1962-04-13,3.62,3.61,145441,0.087296,0.086673,1202798,41.65080244136005,,,,,
1962-04-16,3.63,3.59,103340,0.086985,0.08792,601399,40.832575068243855,,,,,
1962-04-17,3.63,3.61,110994,0.088855,0.089791,641492,40.20447483600806,,,,,
1962-04-18,3.61,3.55,149268,0.090414,0.091038,641492,38.99470550759024,,,,,
1962-04-19,3.59,3.59,101426,0.091038,0.091038,441026,39.434082471056044,,,,,
1962-04-23,3.63,3.59,141614,0.092285,0.092285,601399,38.90122988568022,,,,,
1962-04-24,3.61,3.59,97598,0.092597,0.093532,521212,38.38258563913954,,,,,
1962-04-25,3.6,3.57,199025,0.093532,0.09322,922145,38.296502896374164,,,,,
1962-04-26,3.55,3.51,166492,0.092908,0.091038,400933,38.55532854412443,,,,,
1962-04-27,3.54,3.5,191370,0.091038,0.089167,360839,39.25218971144033,,,,,
1962-04-30,3.52,3.32,621953,0.087608,0.085738,441026,38.72262007511255,,,,,
1962-05-01,3.42,3.4,359776,0.085738,0.086673,481119,39.22790257635019,,,,,
1962-05-02,3.51,3.5,273659,0.086673,0.087296,320746,40.09347507331378,,,,,
1962-05-03,3.6,3.55,199025,0.087296,0.086673,360839,40.95854533707152,,,,,
1962-05-04,3.53,3.53,110994,0.086673,0.086673,240560,40.72779296897534,,,,,
1962-05-07,3.55,3.49,141614,0.086049,0.085426,320746,40.85407253061129,,,,,
1962-05-08,3.47,3.47,103340,0.085426,0.083555,521212,41.5295314463527,,,,,
1962-05-09,3.49,3.43,145441,0.082308,0.081061,841958,42.31381305436647,,,,,
1962-05-10,3.44,3.37,243040,0.080437,0.079814,561306,42.22316886761721,,,,,
1962-05-11,3.4,3.29,214334,0.079814,0.077943,801865,42.21033319220456,,,,,
1962-05-14,3.29,3.29,476512,0.077943,0.082308,721679,39.9718131894834,,,,,
1962-05-15,3.44,3.38,304278,0.082308,0.082932,360839,40.75628225534172,,,,,
1962-05-16,3.38,3.35,189456,0.082308,0.080437,280653,41.647500528363814,,,,,
1962-05-17,3.34,3.31,164578,0.080437,0.07919,280653,41.79820684429853,,,,,
1962-05-18,3.29,3.27,183715,0.07919,0.079814,360839,40.97025584483925,,,,,
1962-05-21,3.33,3.32,118649,0.079814,0.079814,120280,41.59671235622823,,,,,
1962-05-22,3.31,3.23,153096,0.079814,0.079814,681585,40.46909063572807,,,,,
1962-05-23,3.21,3.03,532009,0.079814,0.076073,761772,39.83016313278035,37.89379232943209,2.1659007414666993,0.8940256431312702,42.22559381236549,33.56199084649869
1962-05-24,3.14,3.03,507131,0.076696,0.076696,601399,39.506623552727646,37.91537081363547,2.1711587323814507,0.7329048380294148,42.25768827839837,33.57305334887257
1962-05-25,3.07,3.0,478425,0.077632,0.077943,1202798,38.48966552480659,37.92853999822346,2.17060266155565,0.25851139709788246,42.26974532133475,33.58733467511216
1962-05-28,2.95,2.63,685106,0.077943,0.07732,3808860,34.014485256078636,37.896957380124164,2.204423768387204,-1.7612185913264826,42.30580491689857,33.488109843349754
1962-05-29,3.03,3.02,1416140,0.074202,0.071708,4410258,42.11524516093044,37.95713721695793,2.2367044121284394,1.8590332819237703,42.43054604121481,33.48372839270105
1962-05-31,3.02,2.87,757826,0.079814,0.079814,2886715,35.95860375372742,37.956678647198736,2.2371134576267675,-0.8931486629162602,42.43090556245227,33.482451731945204
1962-06-01,2.95,2.78,694674,0.079814,0.079814,801865,34.83098203322725,37.95195907965688,2.243257917266662,-1.3912698234148841,42.4384749141902,33.46544324512356
1962-06-04,2.81,2.64,621953,0.079502,0.074826,681585,35.28185390105044,37.95927788165972,2.233218004518688,-1.1989084698367067,42.4257138906971,33.49284187262235
1962-06-05,2.85,2.76,801841,0.074826,0.077008,1964570,35.84043216289217,37.9829021658013,2.1975442711903974,-0.9749382667720111,42.3779907081821,33.5878136234205
1962-06-06,2.8,2.74,346380,0.077008,0.079502,481119,34.46454177253403,37.98921338797569,2.1863847571607953,-1.61210034231063,42.36198290229728,33.6164438736541
1962-06-07,2.79,2.74,239212,0.079502,0.07732,721679,35.437144335230215,38.00111199118314,2.1689834132912504,-1.1821056999519957,42.33907881776564,33.663145164600635
1962-06-08,2.8,2.74,181801,0.07732,0.078567,681585,34.87469293723829,37.99300054872184,2.1792219786280245,-1.4309270198563013,42.35144450597789,33.63455659146579
1962-06-11,2.76,2.67,260263,0.07732,0.07732,280653,34.53181583031557,37.97143894253105,2.202803668629798,-1.5614751151903679,42.37704627979065,33.565831605271455
1962-06-12,2.67,2.59,371258,0.076073,0.074514,240560,34.758568859543175,37.95737654915292,2.218883377110147,-1.4416294802189384,42.39514330337321,33.51960979493263
1962-06-13,2.66,2.54,558801,0.074514,0.072331,721679,35.11634015843829,37.95825138470474,2.2177340397749643,-1.2814481697520494,42.393719464254666,33.52278330515481
1962-06-14,2.63,2.48,576024,0.071084,0.065784,1523544,37.69913656816247,37.98854674258051,2.192909187293193,-0.1319754489128068,42.374365117166896,33.602728367994125
1962-06-15,2.55,2.53,2893520,0.065784,0.071396,1523544,35.43615888845313,37.99612725134091,2.1826361422778446,-1.1728791223149744,42.361399535896595,33.63085496678522
1962-06-18,2.52,2.4,1197978,0.071396,0.072331,681585,33.18079385049287,37.973426279644215,2.220846656519014,-2.1580204176110858,42.415119592682245,33.531732966606185
1962-06-19,2.43,2.4,340639,0.072331,0.072331,400933,33.18079385049287,37.948137181840714,2.2609213256316067,-2.108584353334829,42.46997983310393,33.4262945305775
1962-06-20,2.44,2.29,621953,0.072331,0.071084,160373,32.21540712396602,37.909719504684105,2.3251058895705685,-2.449055075839918,42.55993128382524,33.25950772554297
1962-06-21,2.34,2.25,495649,0.069837,0.069837,1042425,32.21787877486147,37.876708211922974,2.3821266228200453,-2.3755367925666286,42.640961457563066,33.11245496628288
1962-06-22,2.34,2.21,524354,0.069525,0.067967,521212,32.515779716627186,37.846907278387455,2.4303646612179537,-2.1935504769430882,42.70763660082336,32.98617795595155
1962-06-25,2.31,2.3,849684,0.067343,0.065161,280653,35.29718696766471,37.831021430919165,2.441875050243071,-1.0376593442003648,42.714771531405304,32.947271330433026
1962-06-26,2.32,2.25,392309,0.065161,0.065161,561306,34.529856816193735,37.80176445407641,2.4638471553080077,-1.3279669685815607,42.729458764692424,32.8740701434604
1962-06-27,2.32,2.31,273659,0.066096,0.067967,841958,33.987081966248326,37.76285938456513,2.493179444200802,-1.5144427037128674,42.749218272966736,32.77650049616353
1962-06-28,2.49,2.47,782704,0.067967,0.067967,360839,36.34116556564215,37.74116463479419,2.49604414457499,-0.5608871430398602,42.73325292394417,32.749076345644205
1962-06-29,2.52,2.45,468857,0.067967,0.066719,641492,36.721173878505375,37.719655647117555,2.495467740922863,-0.40011808297025947,42.71059112896328,32.72872016527183
1962-07-02,2.53,2.51,195197,0.065472,0.067343,200466,37.27187680976493,37.70978686555744,2.4952656259880843,-0.17549636849547906,42.70031811753361,32.71925561358127
1962-07-03,2.61,2.6,357862,0.067343,0.070772,801865,36.737692872887585,37.705344433121006,2.4966099655257263,-0.3875861963202796,42.698564364172455,32.71212450206956
1962-07-05,2.61,2.61,267918,0.070772,0.069837,400933,37.3727393788393,37.70960369861058,2.495665965392532,-0.1349797306380688,42.700935629395644,32.71827176782551
1962-07-06,2.55,2.5,264091,0.06859,0.067967,441026,36.78255624052849,37.711006199708514,2.4950994568571088,-0.3721093989373556,42.70120511342273,32.7208072859943
1962-07-09,2.59,2.59,256436,0.067967,0.067967,40093,38.10672826518751,37.73174055503599,2.4896259318775193,0.15062010133736448,42.71099241879103,32.75248869128095
1962-07-10,2.72,2.58,717638,0.070461,0.071084,1002331,36.295087502110185,37.74001952726803,2.4833880829642196,-0.581838994505099,42.70679569319647,32.773243361339595
1962-07-11,2.63,2.61,359776,0.071084,0.074202,1924476,35.174254063232794,37.73832937844103,2.485092673713002,-1.0317825738777076,42.70851472586703,32.76814403101503
1962-07-12,2.68,2.62,296624,0.074202,0.073578,801865,35.60846992307483,37.747606014885484,2.475275971335092,-0.8642010493306198,42.698157957555665,32.7970540722153
1962-07-13,2.61,2.61,158837,0.073267,0.073267,120280,35.6231318328852,37.75763688315376,2.464482680050968,-0.8661067361302838,42.68660224325569,32.828671523051824
1962-07-16,2.7,2.68,204766,0.072955,0.072331,160373,37.051886466383706,37.77109934500955,2.4568253370773983,-0.2927407446397517,42.68475001916435,32.85744867085476
1962-07-17,2.7,2.58,246867,0.072331,0.071084,320746,36.295087502110185,37.773467158241225,2.455271535170326,-0.6021247079820368,42.684010228581876,32.86292408790057
1962-07-18,2.57,2.53,271745,0.069837,0.069837,200466,36.227214800177556,37.77695526545059,2.4527986250765914,-0.6318253970909006,42.682552515603774,32.8713580152974
1962-07-19,2.64,2.53,304278,0.069837,0.070461,240560,35.90638793091213,37.76884920205088,2.4576716057293857,-0.7578153512442151,42.68419241350965,32.85350599059211
1962-07-20,2.58,2.56,176060,0.070461,0.071708,320746,35.70034026886819,37.758373448029886,2.464290977647093,-0.8351421150462957,42.68695540332407,32.8297914927357
1962-07-23,2.57,2.52,252608,0.071708,0.070461,200466,35.76446544897178,37.74163492294441,2.4721590939583837,-0.79977436678916,42.68595311086118,32.797316735027636
1962-07-24,2.53,2.49,147355,0.070461,0.069837,681585,35.65445251084669,37.735641052415865,2.4765255287087364,-0.8403662782569056,42.68869210983334,32.78258999499839
1962-07-25,2.52,2.52,193284,0.068902,0.06859,801865,36.74004956990815,37.73917956327937,2.4748301559675396,-0.40371659079796857,42.68883987521445,32.789519251344295
1962-07-26,2.56,2.53,158837,0.067967,0.067031,521212,37.74373051274783,37.75813757530286,2.4674464335836817,-0.005838855246841279,42.693030442470224,32.8232447081355
1962-07-27,2.6,2.59,189456,0.067031,0.067343,160373,38.459825074617996,37.77950498328976,2.4641433226061817,0.2760878740643619,42.70779162850212,32.8512183380774
1962-07-30,2.65,2.64,266004,0.067967,0.067967,320746,38.84237938999809,37.79907106004481,2.464743084595028,0.4232929332367712,42.728557229234866,32.86958489085475
1962-07-31,2.69,2.66,386568,0.068278,0.06859,922145,38.78116343490305,37.82196908532463,2.4631072936534673,0.3894245094600277,42.74818367263157,32.895754498017695
1962-08-01,2.64,2.6,177974,0.06859,0.06859,280653,37.90640034990523,37.83491823215712,2.4600811905712434,0.029056812442646577,42.75508061329961,32.91475585101463
1962-08-02,2.66,2.65,156923,0.069525,0.070461,320746,37.60945771419651,37.84577742388781,2.4566283671671236,-0.09619676824126833,42.75903415822206,32.93252068955356
1962-08-03,2.66,2.6,189456,0.070461,0.069214,360839,37.56465454965759,37.85180407711382,2.455177145867251,-0.11695674503144593,42.76215836884832,32.94144978537932
1962-08-06,2.62,2.58,118649,0.070149,0.071084,481119,36.295087502110185,37.84055039382994,2.4597491610381987,-0.6283010138592574,42.76004871590634,32.92105207175354
1962-08-07,2.58,2.55,118649,0.071084,0.071084,200466,35.87305160092285,37.82541858515098,2.467215289413584,-0.7913241266805593,42.759849163978146,32.89098800632381
1962-08-08,2.61,2.6,133959,0.071084,0.072331,441026,35.94586000470061,37.813057824032676,2.4735599199397047,-0.7548625785372434,42.76017766391209,32.86593798415326
1962-08-09,2.61,2.59,181801,0.072331,0.072331,882052,35.80760669699022,37.799314529837275,2.480908926130044,-0.8028137638868948,42.761132382097365,32.837496677577185
1962-08-10,2.6,2.58,147355,0.07202,0.071084,561306,36.295087502110185,37.78668340796236,2.4853603867207728,-0.6001527640907681,42.7574041814039,32.815962634520815
1962-08-13,2.57,2.57,166492,0.070772,0.070772,280653,36.31379641666195,37.765978526854454,2.4889533898691227,-0.5834509059524265,42.7438853065927,32.788071747116206
1962-08-14,2.63,2.61,323415,0.071396,0.071708,521212,36.39761253974452,37.74442016125301,2.491399038988284,-0.5405828614493668,42.72721823922958,32.76162208327644
1962-08-15,2.68,2.65,327243,0.07202,0.07202,1323078,36.79533462926965,37.72577693805923,2.4914565047045274,-0.3734531616476785,42.70868994746828,32.74286392865017
1962-08-16,2.68,2.66,235385,0.07202,0.072955,721679,36.46083201973819,37.702282790651935,2.492204025005381,-0.4981336834615952,42.6866908406627,32.71787474064117
1962-08-17,2.79,2.76,784618,0.072955,0.074826,641492,36.88557453291636,37.679959037687766,2.4893917831313246,-0.31910786809626945,42.658742603950415,32.70117547142512
1962-08-20,2.87,2.83,434410,0.075449,0.078567,1363171,36.02021204831545,37.644136676657524,2.4872209656479103,-0.6529072610639758,42.618578607953346,32.6696947453617
1962-08-21,2.84,2.81,216248,0.078567,0.078567,761772,35.76565224585386,37.61024632076377,2.489518691861689,-0.7409440551460597,42.58928370448715,32.63120893704039
1962-08-22,2.92,2.9,466943,0.078567,0.079502,280653,36.477069759251336,37.583470140004,2.487138068767409,-0.4448487981614081,42.55774627753882,32.60919400246919
1962-08-23,2.9,2.81,340639,0.079502,0.078255,441026,35.90824867420612,37.54812232929794,2.4855606846720666,-0.6597600554291742,42.51924369864207,32.57700095995381
1962-08-24,2.83,2.82,156923,0.078879,0.080749,641492,34.92303310257712,37.50787403800888,2.495233858720605,-1.0359112940047617,42.49834175545009,32.517406320567666
1962-08-27,2.85,2.85,122477,0.080749,0.079502,561306,35.84815476340218,37.483844885095685,2.4995708655791073,-0.6543883769082682,42.482986616253896,32.484703153937474
1962-08-28,2.85,2.77,177974,0.079502,0.076384,240560,36.26413908671974,37.45591667711495,2.4974180397171386,-0.4772038847489844,42.45075275654923,32.46108059768067
1962-08-29,2.76,2.75,239212,0.076384,0.078567,521212,35.00197283846908,37.4182348600932,2.505801786870476,-0.9642670199552447,42.42983843383415,32.40663128635225
1962-08-30,2.78,2.76,101426,0.078567,0.07732,200466,35.695809622348676,37.39094186921978,2.509585019276602,-0.675463167755015,42.410111907772986,32.371771830666574
1962-08-31,2.83,2.82,214334,0.077943,0.077943,240560,36.180285593318196,37.360723385368736,2.5057461962741447,-0.4710923212437724,42.37221577791703,32.349230992820445
1962-09-04,2.86,2.8,193284,0.07732,0.075761,200466,36.95832948350735,37.338646104822786,2.499397068368812,-0.15216334616397867,42.33744024156041,32.33985196808516
1962-09-05,2.78,2.76,177974,0.074826,0.07389,120280,37.35282176207876,37.29634770954035,2.4623656307735122,0.02293487686500563,42.22107897108737,32.371616447993325
1962-09-06,2.73,2.72,380827,0.07389,0.074826,240560,36.351000988961054,37.243349695016356,2.4244393935321504,-0.36806393611483285,42.09222848208066,32.394470907952055
1962-09-07,2.72,2.68,141614,0.074826,0.07389,160373,36.27013127622141,37.19772525709613,2.3990090279354246,-0.38665714470987256,41.99574331296698,32.39970720122528
1962-09-10,2.69,2.69,141614,0.073578,0.072955,200466,36.872044410938244,37.16440095284543,2.3798897804741808,-0.12284457217549741,41.92418051379379,32.404621391897074
1962-09-11,2.7,2.66,181801,0.072955,0.073578,240560,36.15211068525918,37.13597500462212,2.3747781921364286,-0.4142973531678847,41.885531388894975,32.38641862034926
1962-09-12,2.68,2.67,130131,0.074202,0.074202,40093,35.982857604916305,37.101462755960725,2.366105027259591,-0.4727622561792965,41.83367281047991,32.36925270144154
1962-09-13,2.71,2.7,135872,0.074202,0.073578,320746,36.69575144744353,37.079407971578355,2.3594290646395333,-0.1626056616342658,41.79826610085742,32.36054984229929
1962-09-14,2.82,2.8,160751,0.072955,0.07202,240560,38.878089419605665,37.08436300938302,2.3627115335233793,0.7591812985937233,41.80978607642977,32.358939942336264
1962-09-17,2.81,2.8,189456,0.071708,0.071084,160373,39.39001744415058,37.095298154860785,2.3708945905705265,0.9678706503512662,41.83708733600184,32.353508973719734
1962-09-18,2.82,2.78,166492,0.071084,0.071084,240560,39.10866017669237,37.10083147118647,2.3749786834439153,0.8454091480915455,41.850788838074294,32.35087410429864
1962-09-19,2.79,2.78,118649,0.071708,0.071708,200466,38.76833826072405,37.0959929566793,2.37104108410202,0.7053210993508019,41.83807512488334,32.353910788475254
1962-09-20,2.8,2.75,187542,0.071084,0.070772,80187,38.857175154015714,37.09733850746833,2.372011489927731,0.741917420729274,41.841361487323795,32.353315527612864
1962-09-21,2.74,2.66,244954,0.070149,0.06859,360839,38.78116343490305,37.092871116053864,2.3683762065140437,0.7128480324222405,41.82962352908195,32.35611870302578
1962-09-24,2.64,2.56,342553,0.06859,0.067343,601399,38.0143444752981,37.0720798100737,2.350829728667792,0.4008221666306638,41.77373926740928,32.37042035273812
1962-09-25,2.59,2.59,208593,0.067343,0.066719,521212,38.81952667156282,37.05068962341861,2.3246957944536795,0.7608896838736253,41.70008121232597,32.40129803451126
1962-09-26,2.61,2.53,183715,0.066408,0.066096,400933,38.27765674170902,37.026188261145954,2.298311129517752,0.5445165645722045,41.62281052018146,32.42956600211045
1962-09-27,2.58,2.52,260263,0.066096,0.065472,200466,38.489736070381234,37.002544896543654,2.270528226039524,0.654997879692376,41.5436013486227,32.46148844446461
1962-09-28,2.55,2.53,170319,0.064849,0.063913,841958,39.58506094221833,36.98310019150231,2.2394816237033113,1.1618584958126577,41.462063438908935,32.504136944095684
1962-10-01,2.55,2.46,225817,0.063913,0.062355,441026,39.451527543901854,36.95447733639766,2.1883696794320864,1.141055019621829,41.33121669526183,32.57773797753349
1962-10-02,2.51,2.5,271745,0.062355,0.063602,761772,39.30694003333228,36.92531504805481,2.136260184270625,1.11485717086967,41.197835416596064,32.65279467951356
1962-10-03,2.53,2.49,126304,0.064225,0.064849,320746,38.39689123964903,36.88718062852926,2.074096727392667,0.7278882374100357,41.03537408331459,32.73898717374392
1962-10-04,2.51,2.51,135872,0.064225,0.063913,120280,39.27213555927589,36.880183852227184,2.064744958744075,1.1584732036365692,41.009673769715334,32.75069393473903
1962-10-05,2.55,2.55,105253,0.064225,0.064849,441026,39.32211753458033,36.86584220501957,2.042409786134177,1.2026358991404649,40.95066177728792,32.78102263275122
1962-10-08,2.58,2.56,91857,0.064849,0.064849,80187,39.47632191706888,36.84413041890662,2.0022097478277785,1.3146432340657384,40.84854991456218,32.83971092325107
1962-10-09,2.58,2.57,84202,0.064849,0.065161,320746,39.440769785607955,36.820556048319716,1.9566504857949076,1.3391322345563177,40.73385701990953,32.9072550767299
1962-10-10,2.62,2.57,231558,0.064849,0.06329,200466,40.606730921156576,36.816920799082894,1.9491863661158746,1.9443036273774073,40.71529353131464,32.918548066851145
1962-10-11,2.57,2.55,103340,0.06329,0.063602,80187,40.09307883399892,36.801884463860596,1.9174836638121073,1.7164132515190125,40.63685179148481,32.96691713623638
1962-10-12,2.55,2.53,101426,0.062978,0.062978,160373,40.172758741147696,36.79892114491479,1.9119801218748695,1.7645777577041701,40.62288138866453,32.974960901165055
1962-10-15,2.59,2.58,112908,0.062978,0.062978,400933,40.966686779510304,36.81028638138209,1.9334379705067792,2.1497459248918993,40.67716232239565,32.94341044036853
1962-10-16,2.59,2.53,135872,0.06329,0.06329,40093,39.9747195449518,36.814967341304325,1.9405853229271863,1.6282469862656161,40.6961379871587,32.93379669544995
1962-10-17,2.53,2.51,155010,0.06329,0.06329,200466,39.658713856849424,36.82665782462476,1.9542491432082907,1.4491785973487892,40.73515611104134,32.91815953820818
1962-10-18,2.54,2.51,158837,0.062978,0.062666,160373,40.053617591676506,36.88704914798074,1.9597725214533603,1.61578367337626,40.80659419088746,32.96750410507402
1962-10-19,2.51,2.46,290882,0.062666,0.061108,561306,40.25659488119395,36.86846264518337,1.9180571618552855,1.7664396574778445,40.70457696889394,33.0323483214728
1962-10-22,2.42,2.4,399964,0.060796,0.058302,1122611,41.16496861171143,36.92052629376322,1.9632390323239728,2.1619590116461156,40.84700435841116,32.99404822911527
1962-10-23,2.38,2.31,426755,0.055496,0.05456,1242891,42.33870967741936,36.995603570205134,2.0251033108062177,2.6384363102379558,41.045810191817566,32.9453969485927
1962-10-24,2.51,2.51,530095,0.05456,0.056743,3127274,44.23453113159332,37.08513034251057,2.143034119599393,3.3361115083035746,41.37119858170935,32.79906210331178
1962-10-25,2.45,2.41,199025,0.056743,0.056119,280653,42.9444573139222,37.156170594020864,2.2177991998736264,2.609923711863167,41.59176899376811,32.720572194273615
1962-10-26,2.42,2.37,128218,0.054872,0.053625,240560,44.1958041958042,37.253483218253564,2.310077388743125,3.0052330763376887,41.87363799573981,32.633328440767315
1962-10-29,2.51,2.46,241126,0.057366,0.05799,1002331,42.421107087428865,37.32332284577555,2.359649838802467,2.1603986141606772,42.04262252338049,32.60402316817061
1962-10-30,2.53,2.51,210507,0.05799,0.061731,882052,40.66028413600946,37.381178757763266,2.3699115194297016,1.3836404234345765,42.12100179662267,32.64135571890386
1962-10-31,2.51,2.47,352121,0.061731,0.05986,400933,41.26294687604411,37.44849006822055,2.3837152772211123,1.600214943569258,42.21592062266278,32.68105951377832
1962-11-01,2.55,2.54,451634,0.060484,0.062355,240560,40.734504049394594,37.50824942011906,2.3904964353285276,1.3496170007181587,42.289242290776116,32.727256549462
1962-11-02,2.63,2.58,474598,0.062978,0.064537,1082518,39.977067418690055,37.55685669272158,2.39078705865521,1.0123071049789831,42.338430810032,32.77528257541116
1962-11-05,2.61,2.58,271745,0.066408,0.067031,1282984,38.48965404066776,37.564761867446634,2.3925685267708023,0.38656872849089563,42.34989892098824,32.77962481390503
